id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CTRL0095	1	0.38895	0.38954	0.977407	488	0	6.0891	0.61105	0.6137	0.99405	1111	1	6.0891
CHRM3	10	0.38913	0.39048	0.977407	489	1	6.8339	0.38603	0.8387	0.99982	950	10	6.8339
PRDM2	10	0.38964	0.39101	0.977407	490	1	7.266	0.21533	0.63401	0.995508	714	10	7.266
SV2A	10	0.39016	0.3916	0.977407	491	1	6.139	0.33014	0.78612	0.99982	875	10	6.139
KANSL3	10	0.39119	0.39259	0.977407	492	1	7.2781	0.037519	0.18619	0.909795	222	10	7.2781
CKB	10	0.39196	0.39341	0.977407	493	1	7.6557	0.091467	0.36778	0.951861	428	10	7.6557
PTH2R	10	0.39273	0.39426	0.977407	494	1	7.6543	0.049829	0.23311	0.909795	269	10	7.6543
SCN5A	10	0.39324	0.39486	0.977407	495	1	6.9199	0.50839	0.91863	0.99982	1040	10	6.9199
CTRL0052	1	0.39538	0.39573	0.977407	496	0	6.3386	0.60462	0.60739	0.99405	1108	1	6.3386
GRIA1	10	0.39682	0.39848	0.977407	497	1	5.694	0.41293	0.86023	0.99982	975	10	5.694
SUDS3	10	0.39784	0.39954	0.977407	498	1	7.9007	0.053971	0.24846	0.909795	294	10	7.9007
LacZ:2115-2134_LacZ_+	1	0.39787	0.39836	0.977407	499	0	6.438	0.60213	0.60461	0.99405	1107	1	6.438
SLC22A8	10	0.39834	0.39994	0.977407	500	1	6.483	0.22722	0.65309	0.998611	738	10	6.483
LacZ:1394-1413_LacZ_-	1	0.3994	0.39969	0.977407	501	0	6.3398	0.6006	0.60314	0.99405	1105	1	6.3398
CHRNB2	10	0.39987	0.40136	0.977407	502	1	7.6904	0.061789	0.27544	0.909795	333	10	7.6904
luciferase:1041-1060_luciferase_+	1	0.40068	0.40095	0.977407	503	0	6.4351	0.59932	0.60176	0.99405	1103	1	6.4351
PRDM8	10	0.40088	0.40243	0.977407	504	1	8.4311	0.0038582	0.026481	0.630492	49	10	8.4311
ANXA1	10	0.40139	0.40294	0.977407	505	0	7.5917	0.00067081	0.0051906	0.451438	13	10	7.5917
NOS2	10	0.4019	0.40342	0.977407	506	0	7.3524	0.11023	0.419	0.954242	492	10	7.3524
CTRL0020	1	0.40269	0.40283	0.977407	507	0	5.9116	0.59731	0.59963	0.99405	1102	1	5.9116
LacZ:2348-2367_LacZ_+	1	0.40486	0.40485	0.977407	508	0	6.3527	0.59514	0.59734	0.99405	1101	1	6.3527
NR1I2	10	0.40492	0.40651	0.977407	509	0	7.0552	0.17141	0.55586	0.9905	631	10	7.0552
CPA4	10	0.40593	0.40761	0.977407	510	0	6.7813	0.30143	0.75417	0.99982	844	10	6.7813
PTGER3	10	0.40694	0.4086	0.977407	511	0	8.186	0.032134	0.16417	0.906582	199	10	8.186
SETDB2	10	0.40794	0.40962	0.977407	512	0	6.8057	0.0038743	0.026537	0.630492	50	10	6.8057
CARM1	10	0.40844	0.41012	0.977407	513	0	5.8304	0.23282	0.66158	0.99982	746	10	5.8304
EP400	10	0.40944	0.41106	0.977407	514	0	7.4806	0.24279	0.67645	0.99982	761	10	7.4806
TYW3	28	0.41029	0.54322	0.992996	515	2	6.8047	0.053682	0.35619	0.951861	292	28	6.8047
JARID2	10	0.41094	0.41266	0.977407	516	0	6.0587	0.53569	0.93115	0.99982	1056	10	6.0587
ARRB1	10	0.41244	0.41412	0.977407	517	0	5.8224	0.43331	0.87462	0.99982	992	10	5.8224
FGFR2	10	0.41293	0.41471	0.977407	518	0	7.6883	0.030013	0.15503	0.901153	191	10	7.6883
KDM5D	10	0.41442	0.41622	0.977407	519	0	6.4728	0.37256	0.82696	0.99982	932	10	6.4728
CTRL0062	1	0.41523	0.41554	0.977407	520	0	6.4936	0.58477	0.5868	0.99405	1098	1	6.4936
TEK	10	0.41542	0.41729	0.977407	521	0	6.063	0.34547	0.80181	0.99982	895	10	6.063
GABRP	10	0.41641	0.41833	0.977407	522	0	6.6322	0.39867	0.84946	0.99982	962	10	6.6322
ITGAL	10	0.4169	0.41881	0.977407	523	0	6.652	0.027853	0.14614	0.901153	177	10	6.652
CD3D	10	0.41789	0.41982	0.977407	524	0	7.5887	0.059558	0.26836	0.909795	321	10	7.5887
CD4	10	0.41838	0.42035	0.977407	525	0	6.7016	0.20954	0.62449	0.995508	703	10	6.7016
MMP24	10	0.41888	0.4209	0.977407	526	0	6.1144	0.58112	0.94875	0.99982	1096	10	6.1144
SCN11A	10	0.42035	0.42261	0.977407	527	0	6.1365	0.57965	0.94807	0.99982	1095	10	6.1365
HSF4	10	0.42085	0.4231	0.977407	528	0	5.9126	0.57915	0.94797	0.99982	1094	10	5.9126
RAMP2	10	0.42232	0.42451	0.977407	529	0	7.6676	0.003324	0.023256	0.625377	45	10	7.6676
TRMT10C	15	0.42265	0.43217	0.977407	530	1	5.9855	0.25067	0.74512	0.99982	766	15	5.9855
PROC	10	0.42281	0.42503	0.977407	531	0	5.6012	0.19029	0.59103	0.99405	669	10	5.6012
SLC12A1	10	0.42379	0.42595	0.977407	532	0	7.8986	0.064086	0.28301	0.918856	343	10	7.8986
SMS	10	0.42428	0.42644	0.977407	533	0	7.0514	0.046795	0.22212	0.909795	257	10	7.0514
TSHR	10	0.42477	0.4268	0.977407	534	0	6.7234	0.089765	0.36276	0.951861	422	10	6.7234
ADRA2A	10	0.42623	0.42813	0.977407	535	0	6.2919	0.3938	0.84549	0.99982	959	10	6.2919
LacZ:2104-2123_LacZ_+	1	0.42656	0.42688	0.977407	536	0	6.5843	0.57344	0.57517	0.99405	1091	1	6.5843
RAF1	10	0.42672	0.4286	0.977407	537	0	6.9564	0.34897	0.80519	0.99982	901	10	6.9564
MYOD1	10	0.4272	0.42904	0.977407	538	0	7.1293	0.25185	0.68953	0.99982	769	10	7.1293
TOP1MT	10	0.42769	0.4295	0.977407	539	0	6.2859	0.42783	0.87109	0.99982	986	10	6.2859
UBE2U	10	0.42818	0.42996	0.977407	540	0	8.2394	0.0019827	0.014355	0.57793	29	10	8.2394
CTRL0011	1	0.42865	0.42884	0.977407	541	0	6.6922	0.57135	0.57305	0.99405	1089	1	6.6922
ADH1B	10	0.42915	0.43087	0.977407	542	0	5.8455	0.29689	0.74863	0.99982	836	10	5.8455
KDM2B	10	0.43109	0.43289	0.977407	543	0	6.2373	0.56891	0.94427	0.99982	1087	10	6.2373
KCNA7	10	0.43157	0.43336	0.977407	544	0	5.9511	0.46008	0.89241	0.99982	1014	10	5.9511
TRMT61B	14	0.43181	0.43604	0.977407	545	1	6.802	0.094081	0.41887	0.954242	433	14	6.802
LacZ:1395-1414_LacZ_-	1	0.43186	0.43197	0.977407	546	0	6.6235	0.56814	0.5699	0.99405	1086	1	6.6235
RPS8	10	0.43205	0.43381	0.977407	547	0	5.9448	0.56795	0.94393	0.99982	1085	10	5.9448
AMY2A	10	0.43302	0.43483	0.977407	548	0	6.7945	0.067379	0.29404	0.924323	352	10	6.7945
FCGR2A	10	0.43494	0.43682	0.977407	549	0	8.6158	0.00078668	0.005999	0.451438	15	10	8.6158
PDGFRA	10	0.43542	0.43714	0.977407	550	0	6.9877	0.083346	0.34374	0.951861	398	10	6.9877
GUCY2C	10	0.4359	0.43757	0.977407	551	0	6.3989	0.37872	0.83251	0.99982	941	10	6.3989
ATXN3L	10	0.43638	0.43805	0.977407	552	0	6.8231	0.22568	0.65081	0.9966	733	10	6.8231
CTRL0021	1	0.43668	0.43697	0.977407	553	0	6.6215	0.56332	0.56486	0.991103	1081	1	6.6215
DDB2	10	0.43686	0.43849	0.977407	554	0	5.0775	0.56314	0.94213	0.99982	1080	10	5.0775
BRD7	5	0.43693	0.4381	0.977407	555	0	7.3156	0.34163	0.68883	0.99982	893	5	7.3156
PLK1	13	0.43732	0.43773	0.977407	556	1	5.8145	0.56268	0.95491	0.99982	1079	13	5.8145
POLE4	10	0.43734	0.43897	0.977407	557	0	6.8468	0.30672	0.76054	0.99982	850	10	6.8468
TUBG1	10	0.43782	0.43941	0.977407	558	0	6.038	0.56218	0.94182	0.99982	1078	10	6.038
CTRL0037	1	0.43813	0.43848	0.977407	559	0	6.6866	0.56187	0.56339	0.9905	1077	1	6.6866
FTH1	10	0.4383	0.4399	0.977407	560	0	5.4895	0.5617	0.9416	0.99982	1076	10	5.4895
CTRL0057	1	0.43925	0.43952	0.977407	561	0	6.6077	0.56075	0.56212	0.9905	1075	1	6.6077
SETD6	10	0.43925	0.44077	0.977407	562	0	7.3667	0.29123	0.74199	0.99982	827	10	7.3667
ADK	10	0.44068	0.44206	0.977407	563	0	7.1371	0.039069	0.19222	0.909795	231	10	7.1371
TRRAP	10	0.44116	0.44254	0.977407	564	0	5.4556	0.43533	0.87591	0.99982	994	10	5.4556
CTRL0019	1	0.4419	0.44205	0.977407	565	0	6.4055	0.5581	0.55936	0.9905	1074	1	6.4055
GNRHR2	10	0.44306	0.44458	0.977407	566	0	7.4757	0.070559	0.30426	0.926077	365	10	7.4757
CLCN2	10	0.44448	0.44614	0.977407	567	0	6.3589	0.29792	0.74994	0.99982	837	10	6.3589
DHFR	10	0.44496	0.44652	0.977407	568	0	6.8809	0.26684	0.70965	0.99982	791	10	6.8809
LacZ:1336-1355_LacZ_-	1	0.44528	0.44539	0.977407	569	0	6.7602	0.55472	0.5558	0.9905	1071	1	6.7602
GAMT	10	0.4459	0.44733	0.977407	570	0	7.0433	0.30009	0.7526	0.99982	840	10	7.0433
CHRM2	10	0.44637	0.44795	0.977407	571	0	6.7964	0.22965	0.65685	0.99982	740	10	6.7964
IL1R1	10	0.44732	0.44883	0.977407	572	0	7.8798	0.0057813	0.037911	0.650355	64	10	7.8798
PLCL1	10	0.44826	0.44974	0.977407	573	0	8.0828	0.0010054	0.0074638	0.451438	21	10	8.0828
VTCN1	18	0.44831	0.47234	0.980305	574	1	5.7426	0.10437	0.48346	0.983798	471	18	5.7426
CA3	10	0.44873	0.45016	0.977407	575	0	7.5341	0.11364	0.42776	0.958256	499	10	7.5341
RNF168	10	0.44967	0.45106	0.977407	576	0	7.1966	0.26479	0.70688	0.99982	788	10	7.1966
PROS1	10	0.45108	0.45244	0.977407	577	0	6.4178	0.039787	0.19476	0.909795	237	10	6.4178
luciferase:1040-1059_luciferase_+	1	0.45235	0.4524	0.977407	578	0	6.8925	0.54765	0.54838	0.9905	1067	1	6.8925
LacZ:1499-1518_LacZ_+	1	0.45267	0.45275	0.977407	579	0	6.8991	0.54733	0.54811	0.9905	1066	1	6.8991
TUBB	10	0.45295	0.45433	0.978053	580	0	5.6071	0.54705	0.93581	0.99982	1065	10	5.6071
P2RY2	10	0.45481	0.45603	0.978053	581	0	7.6975	0.095067	0.3777	0.951861	440	10	7.6975
KAT8	10	0.45574	0.45696	0.978053	582	0	5.8537	0.54426	0.93464	0.99982	1064	10	5.8537
PDE3A	10	0.45621	0.45744	0.978053	583	0	6.8487	0.51614	0.92227	0.99982	1043	10	6.8487
KCNH2	10	0.45667	0.45786	0.978053	584	0	7.5118	0.23446	0.66413	0.99982	749	10	7.5118
RXRG	10	0.45713	0.45835	0.978053	585	0	6.5273	0.45297	0.88788	0.99982	1008	10	6.5273
MMP26	10	0.45945	0.46064	0.978053	586	0	6.12	0.0065649	0.042289	0.653899	74	10	6.12
CTRL0025	1	0.45966	0.4598	0.978053	587	0	6.9378	0.54034	0.54083	0.989652	1063	1	6.9378
PSMB8	10	0.45991	0.46108	0.978053	588	0	5.1282	0.54009	0.93314	0.99982	1062	10	5.1282
TUBA1A	10	0.46037	0.46151	0.978053	589	0	7.1811	0.096966	0.38277	0.951861	448	10	7.1811
CTRL0069	1	0.46159	0.46175	0.978053	590	0	6.7527	0.53841	0.53868	0.988637	1060	1	6.7527
CCKBR	10	0.46221	0.46317	0.979394	591	0	7.3143	0.25777	0.69738	0.99982	779	10	7.3143
MMP1	10	0.46313	0.46422	0.979936	592	0	5.5802	0.53687	0.93173	0.99982	1058	10	5.5802
AGTR1	10	0.46542	0.46662	0.980305	593	0	7.5885	0.0028317	0.019814	0.590649	41	10	7.5885
MGEA5	10	0.46588	0.46705	0.980305	594	0	7.0484	0.15169	0.51522	0.983798	587	10	7.0484
F5	10	0.46634	0.46751	0.980305	595	0	7.335	0.2298	0.6571	0.99982	741	10	7.335
SLC25A6	10	0.46907	0.47024	0.980305	596	0	7.1485	0.14951	0.51076	0.983798	583	10	7.1485
NSUN2	28	0.46938	0.56938	0.992996	597	1	6.796	0.051309	0.34538	0.951861	279	27	6.796
CTRL0003	1	0.47051	0.47067	0.980305	598	0	7.032	0.52949	0.52998	0.983798	1052	1	7.032
CACNA1A	10	0.47134	0.47223	0.980305	599	0	6.2537	0.52866	0.92822	0.99982	1051	10	6.2537
REN	10	0.47179	0.47271	0.980305	600	0	5.7811	0.26693	0.70981	0.99982	792	10	5.7811
RARA	10	0.47315	0.47402	0.980305	601	0	5.2798	0.25654	0.69583	0.99982	775	10	5.2798
IL6	10	0.4736	0.47457	0.980305	602	0	7.5066	0.061679	0.2751	0.909795	332	10	7.5066
CTRL0048	1	0.47501	0.47539	0.980305	603	0	7.0603	0.52499	0.52564	0.983798	1049	1	7.0603
ENY2	10	0.4754	0.47657	0.980305	604	0	6.6001	0.1124	0.4246	0.954242	498	10	6.6001
SRC	10	0.4763	0.47739	0.980305	605	0	6.5789	0.51759	0.92303	0.99982	1044	10	6.5789
LacZ:2178-2197_LacZ_-	1	0.47646	0.47685	0.980305	606	0	6.9842	0.52354	0.52428	0.983798	1048	1	6.9842
ADRA2C	10	0.47675	0.47787	0.980305	607	0	7.7293	0.088094	0.35777	0.951861	414	10	7.7293
TUBE1	10	0.47898	0.48029	0.98324	608	0	6.9525	0.14783	0.50684	0.983798	576	10	6.9525
CDK6	10	0.48032	0.48155	0.98324	609	0	6.6617	0.51968	0.92391	0.99982	1047	10	6.6617
MUT	10	0.48077	0.48203	0.98324	610	0	4.9998	0.51923	0.92373	0.99982	1046	10	4.9998
GRIN2C	10	0.48121	0.48248	0.98324	611	0	6.1255	0.51879	0.92349	0.99982	1045	10	6.1255
PAH	10	0.48388	0.48535	0.983313	612	0	7.9187	0.03392	0.17153	0.909795	207	10	7.9187
CHD5	10	0.48477	0.48615	0.983313	613	0	6.8607	0.36086	0.81618	0.99982	917	10	6.8607
KAT7	10	0.48565	0.48719	0.983313	614	0	6.4149	0.44068	0.87963	0.99982	1000	10	6.4149
RRM2	10	0.48609	0.48759	0.983313	615	0	5.8107	0.50367	0.91656	0.99982	1037	10	5.8107
DCK	10	0.48653	0.48799	0.983313	616	0	6.7999	0.30508	0.7586	0.99982	846	10	6.7999
CTRL0092	1	0.4869	0.48736	0.983313	617	0	6.902	0.5131	0.51349	0.983798	1042	1	6.902
CKMT2	10	0.48697	0.48841	0.983313	618	0	7.5541	0.0053259	0.035286	0.64189	63	10	7.5541
SLC6A4	10	0.48741	0.48887	0.983313	619	0	6.5175	0.19381	0.59753	0.99405	677	10	6.5175
PAF1	10	0.48873	0.4902	0.984374	620	0	6.269	0.25737	0.69688	0.99982	776	10	6.269
USP49	10	0.48961	0.49108	0.984374	621	0	6.407	0.070468	0.30402	0.926077	364	10	6.407
PRKAA2	10	0.49093	0.49241	0.984374	622	0	6.2284	0.26925	0.71289	0.99982	797	10	6.2284
ESR1	10	0.49136	0.49295	0.984374	623	0	7.5104	0.20057	0.60939	0.99405	687	10	7.5104
WDR61	10	0.4918	0.49338	0.984374	624	0	5.3353	0.1977	0.60438	0.99405	683	10	5.3353
MMP23A	5	0.49339	0.49419	0.984399	625	0	6.1968	0.50661	0.84413	0.99982	1038	5	6.1968
KMT2D	10	0.49442	0.49593	0.984927	626	0	6.4214	0.49105	0.90997	0.99982	1032	10	6.4214
MORF4L2	10	0.49485	0.49643	0.984927	627	0	6.9387	0.36083	0.81616	0.99982	916	10	6.9387
GRIN3A	10	0.49572	0.49725	0.984927	628	0	7.2538	0.044714	0.21426	0.909795	250	10	7.2538
YTHDF3	43	0.49617	0.64627	0.992996	629	2	7.0817	0.025453	0.23962	0.909795	164	42	7.0817
FGFR3	10	0.49702	0.49846	0.984927	630	0	7.0513	0.18962	0.59009	0.99405	666	10	7.0513
MMP9	10	0.49745	0.49887	0.984927	631	0	7.8349	0.094815	0.37715	0.951861	438	10	7.8349
ALK	10	0.49788	0.49923	0.984927	632	0	6.8456	0.18882	0.58864	0.99405	665	10	6.8456
MME	10	0.49961	0.50086	0.985172	633	0	7.8116	0.10484	0.40468	0.951861	474	10	7.8116
GABRB1	10	0.50004	0.50126	0.985172	634	0	7.2799	0.061096	0.27305	0.909795	327	10	7.2799
CD247	10	0.50047	0.50174	0.985172	635	0	6.459	0.059689	0.26884	0.909795	322	10	6.459
SETD3	10	0.50176	0.50325	0.986128	636	0	8.1377	0.019056	0.10577	0.876205	131	10	8.1377
luciferase:1023-1042_luciferase_-	1	0.50321	0.50383	0.986128	637	0	7.2406	0.49679	0.49724	0.983798	1036	1	7.2406
ADRB2	10	0.50518	0.50644	0.989669	638	0	7.6478	0.098244	0.38638	0.951861	452	10	7.6478
LEF1	10	0.50689	0.50822	0.991094	639	0	6.7909	0.40538	0.85452	0.99982	966	10	6.7909
OPRK1	10	0.50859	0.50988	0.991094	640	0	5.8944	0.10151	0.39544	0.951861	462	10	5.8944
HRH1	10	0.50901	0.51035	0.991094	641	0	6.8344	0.034409	0.17316	0.909795	210	10	6.8344
DNMT1	10	0.5107	0.51192	0.991094	642	0	7.2278	0.35579	0.81166	0.99982	907	10	7.2278
CTRL0050	1	0.51093	0.51141	0.991094	643	0	7.0336	0.48907	0.48964	0.983798	1030	1	7.0336
KCND2	10	0.51155	0.51292	0.991094	644	0	7.6878	0.093774	0.37429	0.951861	431	10	7.6878
HTR2B	10	0.51407	0.51532	0.991094	645	0	7.1109	0.03129	0.16048	0.906582	195	10	7.1109
SLC22A11	10	0.51533	0.51664	0.991094	646	0	8.7265	0.0001841	0.0014527	0.304455	3	10	8.7265
MCRS1	10	0.51575	0.51714	0.991094	647	0	5.9686	0.48425	0.90651	0.99982	1029	10	5.9686
SETDB1	10	0.51616	0.51763	0.991094	648	0	7.0501	0.26359	0.70533	0.99982	787	10	7.0501
SLC6A8	10	0.517	0.51838	0.991094	649	0	6.8911	0.28013	0.72745	0.99982	810	10	6.8911
MMP25	10	0.51783	0.51908	0.991094	650	0	6.5442	0.41497	0.86177	0.99982	978	10	6.5442
EZH1	45	0.5182	0.66789	0.992996	651	2	6.7107	0.022349	0.22192	0.909795	150	45	6.7107
MGAM	10	0.51825	0.51941	0.991094	652	0	6.6148	0.18333	0.57855	0.99405	653	10	6.6148
RUVBL1	10	0.51867	0.51987	0.991094	653	0	6.4707	0.31013	0.76417	0.99982	854	10	6.4707
PLA2G6	10	0.51991	0.52115	0.991094	654	0	7.9072	0.037276	0.18537	0.909795	220	10	7.9072
RPL8	10	0.52074	0.522	0.991094	655	0	5.5006	0.46996	0.89851	0.99982	1020	10	5.5006
LacZ:1607-1626_LacZ_+	1	0.52081	0.52115	0.991094	656	0	7.081	0.47919	0.47952	0.983798	1028	1	7.081
NSUN5P2	8	0.52086	0.52128	0.991094	657	0	5.9088	0.064628	0.25741	0.909795	345	8	5.9088
SATB1	10	0.52116	0.52239	0.991094	658	0	6.0553	0.22583	0.65097	0.9966	734	10	6.0553
TLR9	10	0.52405	0.52503	0.992996	659	0	6.1229	0.29441	0.74587	0.99982	833	10	6.1229
GABRG1	10	0.52569	0.52669	0.992996	660	0	7.3426	0.0038269	0.026273	0.630492	48	10	7.3426
ALKBH1	26	0.52625	0.58158	0.992996	661	1	8.1734	0.00022473	0.0033257	0.373987	6	25	8.1734
ARID4A	10	0.52692	0.52806	0.992996	662	0	7.1192	0.29128	0.74204	0.99982	828	10	7.1192
MED24	10	0.52733	0.52852	0.992996	663	0	5.4858	0.47267	0.90007	0.99982	1022	10	5.4858
MET	10	0.52938	0.5305	0.992996	664	0	5.4204	0.47062	0.8989	0.99982	1021	10	5.4204
SCN3B	10	0.53141	0.53254	0.992996	665	0	7.2034	0.018723	0.10442	0.875334	129	10	7.2034
HDAC11	10	0.53222	0.5331	0.992996	666	0	6.2386	0.059348	0.2677	0.909795	318	10	6.2386
NSUN6	21	0.53247	0.55103	0.992996	667	1	7.4389	0.013906	0.11647	0.879105	105	21	7.4389
LacZ:1798-1817_LacZ_-	1	0.53319	0.53343	0.992996	668	0	7.1466	0.46681	0.46686	0.983798	1019	1	7.1466
JADE1	10	0.53546	0.53627	0.992996	669	0	6.667	0.28436	0.733	0.99982	813	10	6.667
BRAF	10	0.53586	0.53659	0.992996	670	0	6.2424	0.46414	0.89485	0.99982	1016	10	6.2424
LIPF	10	0.53626	0.53701	0.992996	671	0	7.4264	0.0047489	0.03166	0.630492	58	10	7.4264
KMT2C	10	0.53827	0.53913	0.992996	672	0	7.51	0.12233	0.44917	0.981676	513	10	7.51
PDE8B	10	0.53907	0.53997	0.992996	673	0	7.4152	0.10878	0.41534	0.951861	489	10	7.4152
FTO	47	0.53925	0.69094	0.992996	674	1	7.0709	0.0023567	0.037015	0.650355	33	46	7.0709
KDM4D	10	0.53947	0.54039	0.992996	675	0	6.4136	0.3815	0.83473	0.99982	947	10	6.4136
CCNB1	10	0.54027	0.54124	0.992996	676	0	6.2377	0.45532	0.88944	0.99982	1010	10	6.2377
GHR	10	0.54067	0.54162	0.992996	677	0	6.8986	0.11571	0.4329	0.960192	503	10	6.8986
TGS1	25	0.54084	0.58431	0.992996	678	1	7.79	0.007178	0.074842	0.839645	78	24	7.79
MTOR	10	0.54107	0.54208	0.992996	679	0	6.9032	0.358	0.81359	0.99982	913	10	6.9032
SKP1	10	0.54147	0.54242	0.992996	680	0	7.5759	0.10149	0.39539	0.951861	461	10	7.5759
CHRM1	10	0.54226	0.54314	0.992996	681	0	8.2444	0.0095626	0.058594	0.759746	87	10	8.2444
ERBB2	10	0.54306	0.54403	0.992996	682	0	7.0422	0.39007	0.84216	0.99982	954	10	7.0422
CAT	10	0.54583	0.54658	0.992996	683	0	7.1907	0.16879	0.55041	0.9905	625	10	7.1907
PARP1	10	0.5478	0.54862	0.992996	684	0	7.2454	0.081541	0.33791	0.951861	391	10	7.2454
PDE7A	10	0.54859	0.54934	0.992996	685	0	7.8474	0.12171	0.44769	0.980172	512	10	7.8474
DDR2	10	0.54937	0.55015	0.992996	686	0	6.1263	0.094186	0.37531	0.951861	435	10	6.1263
FXYD2	10	0.55133	0.55215	0.992996	687	0	6.7249	0.29976	0.75215	0.99982	839	10	6.7249
METTL1	12	0.55201	0.5492	0.992996	688	0	5.5664	0.27213	0.74263	0.99982	802	12	5.5664
TAF5	10	0.55289	0.5537	0.992996	689	0	6.906	0.44711	0.88415	0.99982	1005	10	6.906
PSMB9	10	0.55328	0.55406	0.992996	690	0	7.1855	0.14785	0.50694	0.983798	577	10	7.1855
SPI1	10	0.55406	0.5548	0.992996	691	0	7.4369	0.18516	0.58188	0.99405	659	10	7.4369
NOP2	23	0.55416	0.57772	0.992996	692	1	6.8844	0.034852	0.24661	0.909795	213	23	6.8844
ASIC1	10	0.55638	0.55699	0.992996	693	0	7.7886	0.097909	0.38556	0.951861	451	10	7.7886
luciferase:1042-1061_luciferase_+	1	0.55745	0.55871	0.992996	694	0	7.4755	0.44255	0.44277	0.971113	1002	1	7.4755
IL5	10	0.5587	0.55933	0.992996	695	0	7.9595	0.017509	0.098502	0.862718	124	10	7.9595
PPARD	10	0.56023	0.56097	0.992996	696	0	7.7038	0.056635	0.25817	0.909795	302	10	7.7038
HTR1A	10	0.56062	0.56126	0.992996	697	0	5.6004	0.43938	0.87877	0.99982	998	10	5.6004
SMYD2	10	0.56215	0.56277	0.992996	698	0	7.1992	0.26754	0.71056	0.99982	793	10	7.1992
INSR	10	0.56253	0.56314	0.992996	699	0	7.384	0.05623	0.25698	0.909795	301	10	7.384
WDR75	10	0.56329	0.56392	0.992996	700	0	6.0272	0.43671	0.87688	0.99982	996	10	6.0272
SERPINE1	10	0.56367	0.56427	0.992996	701	0	7.2132	0.10394	0.40217	0.951861	469	10	7.2132
IRF4	10	0.56443	0.56511	0.992996	702	0	6.7935	0.07483	0.31693	0.931763	374	10	6.7935
SLC25A4	10	0.56519	0.56584	0.992996	703	0	6.5998	0.30547	0.75896	0.99982	847	10	6.5998
LacZ:1585-1604_LacZ_-	1	0.56565	0.56729	0.992996	704	0	7.5124	0.43435	0.43463	0.961786	993	1	7.5124
UBE2N	10	0.56633	0.56702	0.992996	705	0	6.1523	0.29675	0.7485	0.99982	835	10	6.1523
UBE2E1	10	0.56709	0.5677	0.992996	706	0	6.5305	0.39566	0.84716	0.99982	960	10	6.5305
ABCC2	10	0.56822	0.56879	0.992996	707	0	7.2985	0.18132	0.57475	0.99405	648	10	7.2985
CTRL0051	1	0.56862	0.57038	0.992996	708	0	7.4214	0.43138	0.43149	0.959978	991	1	7.4214
luciferase:1307-1326_luciferase_-	1	0.56918	0.57088	0.992996	709	0	7.325	0.43082	0.431	0.959978	989	1	7.325
LacZ:1220-1239_LacZ_-	1	0.56935	0.57101	0.992996	710	0	7.4037	0.43065	0.43086	0.959978	988	1	7.4037
YES1	10	0.57048	0.57116	0.992996	711	0	7.1983	0.1248	0.45511	0.983798	519	10	7.1983
HTR3A	10	0.57161	0.57235	0.992996	712	0	6.2629	0.054463	0.25036	0.909795	296	10	6.2629
GAA	10	0.57385	0.57459	0.992996	713	0	7.3717	0.10865	0.41504	0.951861	487	10	7.3717
CTRL0070	1	0.57521	0.57696	0.992996	714	0	7.4067	0.42479	0.42505	0.954242	985	1	7.4067
CACNA2D1	10	0.57645	0.57699	0.992996	715	0	7.3542	0.14658	0.50391	0.983798	572	10	7.3542
ESR2	10	0.57793	0.5783	0.992996	716	0	7.8603	0.059219	0.26723	0.909795	316	10	7.8603
YEATS4	10	0.57904	0.57943	0.992996	717	0	7.2384	0.056638	0.25817	0.909795	303	10	7.2384
SCN2A	10	0.58015	0.58071	0.992996	718	0	6.7054	0.41985	0.86563	0.99982	983	10	6.7054
SCN3A	10	0.58051	0.58116	0.992996	719	0	7.889	0.055875	0.25558	0.909795	300	10	7.889
PRKAA1	10	0.58125	0.58199	0.992996	720	0	8.3135	0.002597	0.018317	0.590649	37	10	8.3135
HOPX	10	0.58272	0.58355	0.992996	721	0	8.258	0.017065	0.096253	0.862718	122	10	8.258
HTR1D	10	0.58308	0.58386	0.992996	722	0	6.7223	0.41692	0.86333	0.99982	981	10	6.7223
ADRB3	10	0.58381	0.58452	0.992996	723	0	8.1642	0.011126	0.066662	0.808435	95	10	8.1642
MORF4L1	10	0.586	0.5866	0.992996	724	0	5.8848	0.414	0.86104	0.99982	976	10	5.8848
CTRL0053	1	0.58726	0.58942	0.992996	725	0	7.647	0.41274	0.41304	0.951861	974	1	7.647
TRPA1	10	0.58781	0.5884	0.992996	726	0	7.6649	0.041572	0.20186	0.909795	243	10	7.6649
BTK	10	0.58817	0.5888	0.992996	727	0	7.5956	0.089251	0.36126	0.951861	420	10	7.5956
CTRL0074	1	0.58823	0.59034	0.992996	728	0	7.6468	0.41177	0.41206	0.951861	972	1	7.6468
GGCX	10	0.58926	0.58981	0.992996	729	0	7.0471	0.21962	0.64086	0.9966	721	10	7.0471
RBBP5	10	0.58962	0.59017	0.992996	730	0	5.6269	0.41038	0.85828	0.99982	970	10	5.6269
SAP130	10	0.59034	0.59091	0.992996	731	0	7.2167	0.22184	0.64451	0.9966	725	10	7.2167
F10	10	0.5907	0.5913	0.992996	732	0	6.2762	0.24663	0.68217	0.99982	764	10	6.2762
