sgRNA	Gene	D0R1	D0R2	IVR1	IVR2	XENOR1	XENOR2	XENOR3	XENOR4	XENOR5
RNF168_9224	RNF168	38	36	274	216	373	53	0	1	0
SLAMF7_10071	SLAMF7	1809	1678	231	396	8	0	0	0	10
NTSR2_7774	NTSR2	636	571	367	260	256	0	0	0	0
IL3RA_5150	IL3RA	1348	1679	547	624	437	0	266	2	545
SIN3B_9990	SIN3B	474	560	430	217	56	1	0	0	0
GABRR2_4109	GABRR2	62	23	1201	577	7360	121	217	21	1
GRIK1_4315	GRIK1	2182	2454	676	576	477	0	743	484	31
KDM2A_5903	KDM2A	440	306	951	580	4	1	1	0	1
TUBD1_11644	TUBD1	902	1022	851	291	0	22	318	29	4
PDE7B_8106	PDE7B	564	356	544	485	0	7	0	0	20
HDAC10_4560	HDAC10	823	822	1147	257	0	267	13	0	1
SFPQ_9949	SFPQ	219	129	380	180	7	3	0	0	30
PADI4_7887	PADI4	1830	1677	621	323	48	6	8	25	2
SRCAP_10432	SRCAP	368	389	442	375	1726	6	1	7	1
MEAF6_6725	MEAF6	21	2	121	355	4	18	0	0	1
HDAC6_4624	HDAC6	778	585	741	82	12	0	1	0	0
GLP1R_4228	GLP1R	1087	1296	724	393	18	4	0	1444	0
CSF2RA_2563	CSF2RA	31	31	540	621	14	6	1475	229	37
HPD_4776	HPD	169	328	383	376	340	4	1	0	0
NSUN5_7704	NSUN5	625	1035	0	51	0	0	0	0	0
TOP1MT_11104	TOP1MT	69	76	374	429	0	170	0	1	0
THUMPD2_10969	THUMPD2	33	116	188	137	208	190	32	1	1
BEND3_1158	BEND3	112	106	583	136	108	6	0	0	1
CKM_2406	CKM	703	597	762	394	140	4	8	0	1
MMP11_6949	MMP11	309	174	173	223	89	190	0	0	1
CALCR_1766	CALCR	122	119	103	72	0	0	0	0	1
RSAD1_9490	RSAD1	135	146	363	326	0	22	0	0	2
PRMT1_8696	PRMT1	44	25	1094	361	0	120	109	1	0
VWF_12066	VWF	641	854	1409	694	44	4	13	1	2647
TRMT10C_11260	TRMT10C	546	636	1374	695	57	2	125	78	2
BIRC5_1193	BIRC5	25	4	822	636	156	852	0	0	2938
NCOA2_7418	NCOA2	28	1	1377	574	283	363	18	3750	1
Luciferase_6419	Luciferase	282	255	1430	1648	1244	58	2967	324	398
MCRS1_6720	MCRS1	267	105	1641	855	423	255	1210	4	7
ELANE_3130	ELANE	3	0	276	196	4	0	1	0	6
PRMT2_8724	PRMT2	239	192	475	387	0	0	0	0	11
USP15_11832	USP15	778	1034	374	513	67	0	0	61	1
SCN1B_9650	SCN1B	813	1120	477	229	129	20	34	0	32
NTSR2_7769	NTSR2	17	1	1447	543	1185	0	31	2	0
SCNN1D_9763	SCNN1D	1824	1824	467	352	7	0	0	0	17
CARM1_1796	CARM1	23	0	656	689	21	4	25	0	0
DBH_2838	DBH	491	437	664	520	0	0	0	13	0
KCNK3_5763	KCNK3	209	94	903	712	7	1	72	0	0
ZNF335_12466	ZNF335	77	0	298	3	0	0	0	0	1
PLAUR_8329	PLAUR	917	1101	2448	1788	9	21	8	0	9
BRD4_1247	BRD4	17	1	555	542	15	31	1818	1	1
TRMT2B_11399	TRMT2B	53	20	1679	781	12850	4	16	12	146
PADI4_7890	PADI4	160	251	1948	710	26	409	1052	33	2114
PPP3R2_8517	PPP3R2	40	0	920	493	7	21	279	1720	0
ELANE_3125	ELANE	226	365	498	631	0	50	0	0	0
TARBP1_10768	TARBP1	32	2	2703	1381	43	28	2048	5	31451
BCHE_1108	BCHE	1568	1461	1439	952	12	12	1425	1	1
KDM4B_5996	KDM4B	15	3	853	478	59	26	65	178	0
SLC12A4_10113	SLC12A4	1045	1067	1049	439	18	10	28	312	0
HENMT1_4671	HENMT1	1865	2618	886	642	0	0	0	10	3
DPEP1_2951	DPEP1	304	400	490	616	58	121	36	0	16
FGFR1_3673	FGFR1	177	125	390	163	7	2	563	1	1
EZH1_3348	EZH1	32	1	748	165	13	7	128	0	21
SLC18A2_10149	SLC18A2	135	143	304	127	28	0	0	0	6
ADRB2_390	ADRB2	101	232	1263	795	88	6	16	8	2859
ABCC8_147	ABCC8	85	76	179	84	0	0	0	0	2
MR1_7191	MR1	35	0	780	642	1	11	23	0	84
MMP9_7148	MMP9	88	73	820	370	17	7	0	7	0
JAK3_5396	JAK3	41	56	494	572	274	9	7	34	46
FGF1_3647	FGF1	286	530	253	374	1	9	1	0	0
CYP17A1_2784	CYP17A1	1118	1009	731	590	5	193	0	0	2
KDM6B_6067	KDM6B	42	27	1625	721	1	14	3	4	1
ABCC8_150	ABCC8	19	23	219	438	0	14	0	0	0
RPL19_9354	RPL19	31	3	584	320	0	174	0	0	16
TYR_11694	TYR	5	2	546	118	224	10	22	38	0
EPHA2_3231	EPHA2	363	363	1120	323	2	237	5	604	276
PDGFRB_8150	PDGFRB	301	352	410	121	10	2	0	0	27
WHSC1_12146	WHSC1	524	648	592	278	94	0	141	0	1967
PKN1_8260	PKN1	1091	899	1604	1041	441	10	115	263	4
TRIM16_11187	TRIM16	2259	2626	970	468	0	0	1	0	1
MMP20_7046	MMP20	589	712	656	365	0	0	20	0	136
HDAC10_4569	HDAC10	652	757	877	631	0	3	25	0	23
MAP3K7_6531	MAP3K7	963	965	2767	1802	11328	7700	52	63	13781
NCOA3_7432	NCOA3	29	2	573	257	16	0	230	6	0
KCNK9_5773	KCNK9	15	3	684	512	710	155	1089	1	1
PTGER4_8972	PTGER4	46	2	331	400	0	5	708	1	15
AAVS0070_70	AAVS	154	19	1253	985	1255	282	562	1	1500
MAPK11_6565	MAPK11	653	533	358	202	16	1	0	0	204
CTRL0100_2738	CTRL0100	194	266	344	320	98	6	4	0	0
GSS_4432	GSS	1015	845	675	610	109	0	1	0	1
CD276_1969	CD276	38	1	1127	821	47	23	24673	57	16
FADS2_3496	FADS2	78	1	1489	1347	1	60	6530	21	46
EZH1_3347	EZH1	86	177	356	76	0	10	0	43	0
TNFSF11_11065	TNFSF11	24	2	945	834	1214	309	172	56	0
FBL_3523	FBL	1464	1474	521	454	435	325	0	0	0
SIRT3_10029	SIRT3	99	85	130	204	6	0	0	0	123
BRMS1L_1358	BRMS1L	30	0	739	391	2918	17	45	0	75
HTR3A_4923	HTR3A	37	17	889	334	165	17	0	6	2036
PDE4C_8063	PDE4C	28	20	603	316	65	0	17	0	1967
RPS6KA5_9432	RPS6KA5	12	34	494	244	15	0	1	0	0
AVPR1A_1042	AVPR1A	172	220	339	81	12	0	0	0	0
CCL2_1879	CCL2	1395	1215	562	351	211	0	0	0	2
SUV420H2_10585	SUV420H2	1127	1077	590	551	17	3	8	0	1
KCNMA1_5781	KCNMA1	676	752	783	443	327	8	32	575	2
RNMT_9279	RNMT	31	37	1531	916	375	127	583	1154	1
SLC12A4_10117	SLC12A4	1298	918	1287	908	2458	462	0	395	1
FLT3_3731	FLT3	50	2	811	16	61	0	0	0	0
JADE2_5349	JADE2	25	0	871	901	3136	121	1728	2070	10
AAVS0099_99	AAVS	177	373	763	606	68	0	54	0	45
ALKBH5_556	ALKBH5	40	13	1530	326	0	2	6	2939	69
LDB1_6344	LDB1	4	1	669	790	0	0	119	94	1
SUV420H2_10581	SUV420H2	15	0	825	344	8	0	0	0	0
YTHDC2_12307	YTHDC2	44	35	355	77	0	50	1	0	0
PTGER4_8968	PTGER4	14	21	729	668	4	8	21	18	21
CD276_1976	CD276	28	15	1804	1227	129	78	12	55	261
WHSC1L1_12161	WHSC1L1	10	4	451	275	221	8	0	38	0
CDK2_2113	CDK2	179	302	732	485	72	0	4	60	0
GABRE_4044	GABRE	38	5	502	516	93	8	291	0	19
YTHDC1_12273	YTHDC1	12	27	538	89	36	0	0	0	0
CA3_1578	CA3	17	4	1015	398	7	18	16	29	0
TRMT2A_11341	TRMT2A	100	231	1354	857	491	116	0	1	0
CA7_1602	CA7	1317	1143	303	167	0	72	55	0	1
NSUN6_7750	NSUN6	106	42	1074	596	123	1	116	1	23
BGLAP_1170	BGLAP	87	79	748	568	10	41	11	0	33
SLC6A4_10260	SLC6A4	469	541	3160	1658	114	142	1408	329	852
KCNJ12_5731	KCNJ12	17	0	518	383	0	4	0	0	0
PRDM2_8562	PRDM2	144	163	797	354	0	0	64	50	2
RARA_9093	RARA	38	49	666	454	488	0	0	0	1203
SCTR_9781	SCTR	92	69	735	610	128	0	19	0	3
GABRD_4037	GABRD	281	376	327	45	0	38	7	0	1
IL2RG_5147	IL2RG	511	485	1406	1064	36	56	1	0	320
S1PR5_9580	S1PR5	5	17	301	195	42	13	0	74	3
YTHDF1_12321	YTHDF1	431	437	954	706	10	217	41	592	2
BRD4_1315	BRD4	19	0	787	158	45	1413	232	10	10
RING1_9214	RING1	820	813	1004	703	15	10770	8	14	35
AR_731	AR	41	0	1017	481	249	84	128	7	0
SLC7A11_10284	SLC7A11	145	388	854	619	87	9	1387	3	17
PRMT6_8787	PRMT6	360	378	326	227	323	51	110	1	26
KDM1A_5832	KDM1A	15	32	948	517	13	162	215	1	1
EZH1_3352	EZH1	202	127	531	229	1213	4	331	0	13
ALPPL2_628	ALPPL2	35	10	1264	374	16	2	950	1	0
FADS1_3478	FADS1	34	2	1217	897	93	2	67	1	0
TRIM37_11198	TRIM37	136	148	665	308	107	89	1	0	2
HSD3B1_4829	HSD3B1	21	2	1380	902	3	11	4	1	1
PDE5A_8088	PDE5A	126	43	1161	683	102	0	11	80	1
SQLE_10419	SQLE	16	1	352	97	12	34	0	12	22
CCL2_1880	CCL2	270	262	2646	2008	285	19	369	1938	182
RUVBL2_9521	RUVBL2	93	87	2243	149	43	371	976	3	648
CD80_2067	CD80	811	735	498	674	47	729	1096	24	0
MAP2K2_6514	MAP2K2	1532	1488	1375	681	244	99	898	5	1
CHRNA3_2340	CHRNA3	698	814	806	406	30	69	28	0	20
AAVS0056_56	AAVS	32	22	969	273	12	51	80	0	0
PLA2G1B_8266	PLA2G1B	13	1	829	249	126	8	2468	7	173
LPL_6410	LPL	93	151	127	174	0	8	0	0	1
ADH1A_233	ADH1A	78	19	127	95	0	0	624	1	2
ALKBH8_587	ALKBH8	685	576	1228	1378	2050	1832	1169	3605	37
USP3_11885	USP3	219	256	454	416	0	2	2462	3	100
KIAA1456_6174	KIAA1456	144	187	1531	1206	31	15	25	3	22
KANSL1_5436	KANSL1	583	546	391	97	15	1	61	0	1
KCND3_5678	KCND3	81	31	985	368	2378	71	1	691	0
PLCL1_8334	PLCL1	36	14	1779	1074	3996	2391	3	1316	18
FDPS_3616	FDPS	12	1	662	226	160	1	1	1	32
NSUN4_7682	NSUN4	387	373	526	223	0	0	69	1	0
BRD1_1237	BRD1	16	1	579	326	0	14	0	0	0
SETDB1_9916	SETDB1	22	0	217	87	0	0	0	0	0
CYP19A1_2791	CYP19A1	44	31	1213	1112	1013	855	28	11259	1
NPC1L1_7533	NPC1L1	598	468	349	53	0	2	0	0	1
CYP19A1_2790	CYP19A1	18	8	907	443	6	87	0	0	1
CACNB4_1746	CACNB4	11	0	641	424	0	1	0	1	7
ALKBH3_491	ALKBH3	444	467	439	656	10	0	30	0	1
SCTR_9780	SCTR	139	289	522	381	9	3	11	24	22
CTRL0010_2648	CTRL0010	146	234	714	757	101	26	4223	323	4
F9_3474	F9	23	12	1203	899	77	10	22	0	8
DCK_2845	DCK	84	46	848	191	0	0	0	1	93
IL11RA_5080	IL11RA	31	3	863	276	115	3	166	870	3
VWF_12065	VWF	106	50	218	184	30	0	21	0	0
BCR_1144	BCR	21	3	126	57	0	0	12	0	0
FGA_3637	FGA	16	0	834	316	0	0	1	5	3
ADA_219	ADA	13	3	1711	1113	0	21	0	0	4
GABRR2_4110	GABRR2	258	401	843	486	24	1	1499	3	4262
CCL2_1874	CCL2	1193	1222	1549	1524	15	7	377	18	1
UBR2_11789	UBR2	90	15	965	552	1189	121	938	0	166
YTHDF3_12426	YTHDF3	21	2	2503	1633	1486	26467	1899	8	3586
MAP3K12_6523	MAP3K12	355	336	734	749	571	1	600	14	1
MTNR1B_7315	MTNR1B	9	0	195	217	243	0	52	0	0
TOP1_11090	TOP1	24	19	864	721	26	1	164	34	1538
JADE3_5360	JADE3	1327	1586	582	490	3070	663	8	1	9
MSL3_7276	MSL3	21	7	909	568	583	4	19	2	0
RPL6_9403	RPL6	774	1012	1403	408	8	7	9	0	137
SLC5A2_10223	SLC5A2	937	1126	885	638	1	18	0	6	0
RNMTL1_9345	RNMTL1	494	323	1669	865	0	8	24	1	3
TRMT61B_11507	TRMT61B	16	1	478	373	0	0	89	105	1201
USP51_11922	USP51	43	95	953	973	36	143	9	728	104
GANC_4158	GANC	663	459	761	720	400	4	0	1	2
ONECUT2_7796	ONECUT2	24	36	78	96	0	0	0	0	0
PRMT8_8829	PRMT8	5	4	430	128	5	0	0	0	0
CFTR_2230	CFTR	6	1	347	410	59	168	3	3716	2
HRH1_4798	HRH1	116	118	1018	605	375	0	40	120	1
GABRP_4079	GABRP	25	0	685	795	0	0	70	0	2
CHRM2_2279	CHRM2	86	78	630	316	86	0	108	691	9
PTGFR_8978	PTGFR	44	30	652	512	562	0	0	800	53
SCN4A_9708	SCN4A	302	472	1230	1107	119	18	1012	5	368
TRMT5_11443	TRMT5	210	117	1071	403	5	414	35	30	80
ING3_5216	ING3	394	493	499	450	0	10	0	0	110
NR3C2_7589	NR3C2	47	2	681	451	164	0	1	300	1
IFIH1_4998	IFIH1	454	398	300	264	0	1	4	4	74
FASN_3504	FASN	24	0	391	65	7	9	206	124	321
ADRA2B_356	ADRA2B	229	395	1075	519	235	4415	726	959	1
ADK_261	ADK	13	0	542	592	268	0	289	3	3
RPL19_9358	RPL19	508	729	117	0	1357	0	0	24	0
TLR2_11008	TLR2	137	172	228	260	438	1	0	0	1
EDNRB_3071	EDNRB	111	148	1609	1009	145	7	25	0	119
GABRB2_4014	GABRB2	16	1	722	690	338	13	90	1	248
MMP27_7103	MMP27	17	14	592	268	0	21	0	0	0
SIRT5_10034	SIRT5	72	29	941	1322	1502	0	11	0	11
EDNRA_3053	EDNRA	964	663	511	290	854	11	7212	41	120
GABRA3_3965	GABRA3	226	245	920	1161	8	17	135	2	24
CAMLG_1789	CAMLG	119	206	474	117	0	2	0	2027	26
ANXA1_659	ANXA1	30	36	1069	714	350	10	624	31	0
PADI4_7894	PADI4	393	615	629	569	0	63	1	4	26
PAXIP1_7954	PAXIP1	42	3	967	220	0	43	931	1	1
CD33_1992	CD33	1213	1465	917	690	721	50	1	8	695
FXYD2_3903	FXYD2	21	3	965	649	17	0	192	22	1
CYP19A1_2796	CYP19A1	895	889	776	762	0	93	0	0	6
CHRNA7_2364	CHRNA7	204	339	235	266	0	0	0	0	0
VEGFB_11990	VEGFB	613	405	699	644	0	4	19	1	235
JAK2_5381	JAK2	15	0	431	794	104	0	364	16	0
CA3_1576	CA3	163	171	1356	1346	2	11576	3624	136	437
RXRA_9535	RXRA	661	602	984	261	9	9	0	0	0
HDAC1_4550	HDAC1	32	3	523	234	0	43	457	140	0
TRPA1_11516	TRPA1	27	50	723	230	1367	1	29	1	1
TET3_10867	TET3	768	703	2693	1210	63	8081	51	25	76
KCNA2_5557	KCNA2	22	62	1551	397	116	3	1507	9	41
FGFR3_3689	FGFR3	5	2	283	212	243	5	0	19	0
FTH1_3792	FTH1	116	146	776	494	10	350	1	1	499
CACNB2_1732	CACNB2	324	356	994	812	10	252	1149	5	1
KDM6A_6062	KDM6A	13	43	1744	717	22	1	72	1	4
YTHDF1_12340	YTHDF1	132	75	166	227	3786	7	0	1	1
MAP4_6542	MAP4	15	1	2186	662	4450	0	1037	0	3
PADI4_7893	PADI4	49	48	1215	509	89	6	1327	316	36
TUBD1_11647	TUBD1	1176	1032	787	492	1	9	39	1	17
NISCH_7458	NISCH	136	136	1376	1319	16	159	190	1	126
KDM2A_5886	KDM2A	5	1	237	66	10	0	0	0	0
ALKBH8_596	ALKBH8	14	9	1102	720	1	22	107	21	76
MS4A2_7239	MS4A2	121	22	1651	1268	154	1954	1	0	167
TRMT10A_11228	TRMT10A	70	27	1400	803	787	41	58	0	21
FGFR4_3703	FGFR4	8	1	1051	579	102	89	264	7	1606
KDM5C_6038	KDM5C	389	299	334	149	144	5	169	0	0
ALAD_437	ALAD	43	48	3813	2253	216	133	214	80	2
CHRNB2_2372	CHRNB2	410	484	1971	983	113	2187	137	52	2
RARB_9103	RARB	57	235	1538	764	59	1106	41	82	24
USP50_11910	USP50	28	1	1753	1298	56	37	876	58	19
KIAA1456_6147	KIAA1456	754	638	1561	993	33	336	0	21	33
EPOR_3241	EPOR	53	63	1373	1176	5	114	108	137	4
ARID4A_841	ARID4A	29	2	1712	620	1	66	235	48	46
ADRA2A_341	ADRA2A	152	73	1666	381	22	22	102	1	0
PRDM2_8559	PRDM2	26	15	1258	668	102	75	768	6	1
ALKBH1_472	ALKBH1	484	690	765	510	54	3760	7	79	323
EZH2_3381	EZH2	12	9	190	165	0	0	0	0	0
GRIN1_4328	GRIN1	10	2	528	87	0	5	0	0	0
ELANE_3129	ELANE	213	123	895	345	323	71	1	0	27
F2_3420	F2	15	0	865	396	23	0	9	8	113
PLIN3_8357	PLIN3	74	126	784	371	76	0	1	0	3
CD4_2033	CD4	13	11	803	539	0	80	61	44	2
F8_3457	F8	291	297	794	739	9	1	46	27	0
DCK_2844	DCK	17	26	1059	374	437	3	621	3817	0
SMO_10325	SMO	20	20	1478	1315	38	6	13	662	161
CTLA4_2626	CTLA4	17	1	399	238	8	21	0	0	11
CD276_1971	CD276	80	146	1274	521	11	904	688	3	1
RNMT_9314	RNMT	184	81	1509	1200	80	16	0	82	1
PTGS2_9013	PTGS2	43	0	690	325	550	200	1	34	2
CHRNA7_2360	CHRNA7	29	1	675	380	0	133	0	0	0
ODC1_7780	ODC1	33	2	1025	800	85	0	0	1	212
CDY1_2184	CDY1	73	51	777	688	36	37	14	0	812
SLC12A2_10098	SLC12A2	95	110	1074	917	377	8	62	2	1
FSHR_3775	FSHR	6	2	1078	377	1	79	18	998	8
ATP1A1_937	ATP1A1	215	298	841	434	9	47	1332	2	129
FGFR1_3670	FGFR1	88	48	765	766	320	104	0	0	941
WHSC1_12151	WHSC1	89	40	740	521	30	76	140	595	20
KDM4A_5989	KDM4A	16	1	568	378	50	0	24	19	6
C9orf114_1526	C9orf114	19	1	340	273	1	12	15	1	59
C5_1490	C5	57	2	2557	1054	188	7	33	6331	3167
MAP1A_6484	MAP1A	250	162	489	320	9	0	1	0	0
TNFRSF8_11055	TNFRSF8	275	401	1075	515	686	4	93	0	0
IL1B_5098	IL1B	123	306	685	577	8	0	121	0	7
PPP5C_8528	PPP5C	36	21	414	234	15	8	22	0	0
OGT_7789	OGT	21	0	549	131	50	6	0	2	7
KCND1_5663	KCND1	622	447	591	957	46	85	28	1	1
USP51_11923	USP51	22	22	639	467	0	0	201	0	7
TSPO_11578	TSPO	17	1	660	757	158	2416	599	127	1
luciferase:1224-1243_luciferase_+_6432	luciferase:1224-1243_luciferase_+	9	1	134	214	0	1	0	2	0
RXRG_9550	RXRG	20	1	191	358	274	139	0	0	0
POLR2D_8473	POLR2D	19	0	211	30	0	1	15	347	23
HCAR3_4512	HCAR3	34	1	1457	1668	147	117	396	0	1
PRDM14_8546	PRDM14	228	162	1002	345	25	0	264	104	0
CD86_2078	CD86	21	3	1550	919	481	27	397	109	573
CALY_1778	CALY	45	35	486	616	3	13	0	18	0
GLRA2_4251	GLRA2	1	0	1571	1193	197	42	47	7	15
PCSK9_7986	PCSK9	15	32	1761	928	98	68	10421	29	16
GUCY2C_4469	GUCY2C	62	63	306	343	19	4	2	1901	0
MYOD1_7365	MYOD1	61	190	847	353	1596	4	833	189	234
PDE3A_8031	PDE3A	47	129	497	454	0	2	0	0	0
NSUN4_7677	NSUN4	12	2	1014	821	52	27	57	30	136
KIAA1456_6180	KIAA1456	291	229	919	308	0	411	24	51	24
WDR75_12119	WDR75	12	0	382	0	0	5	0	0	0
KAT7_5514	KAT7	92	71	412	587	0	5	464	2892	46
RNMTL1_9334	RNMTL1	26	2	350	456	0	10	0	7	0
LCK_6333	LCK	368	468	319	504	35	10	743	12	19
CACNA1A_1610	CACNA1A	54	7	408	124	0	0	0	0	0
KCNN4_5790	KCNN4	43	1	486	456	15	8	0	0	1
METTL14_6839	METTL14	26	0	895	633	151	796	7	185	759
SCN5A_9722	SCN5A	23	0	756	296	11538	2	0	0	18
TYR_11700	TYR	485	449	336	427	0	3	741	3	13
VEGFA_11980	VEGFA	434	451	1296	771	79	1035	457	3127	2
TRMT2B_11388	TRMT2B	108	56	1254	926	286	30	28	207	36
PDE8A_8120	PDE8A	155	183	745	605	45	0	11	916	416
MAOA_6464	MAOA	55	60	1062	762	78	411	68	16	226
MMP1_6929	MMP1	16	0	614	554	7	12	1782	3	8
CACNB1_1718	CACNB1	35	19	568	417	0	286	3	3149	1
GRM5_4397	GRM5	34	1	256	525	132	0	0	0	1
PSMB8_8899	PSMB8	95	95	796	344	27	0	0	45	0
SKP1_10064	SKP1	30	14	322	202	1	0	116	0	1
ESR1_3276	ESR1	43	1	624	344	0	1	16	0	1
CD2_1927	CD2	49	71	930	461	966	5	525	2	1
KDM5C_6041	KDM5C	155	152	281	224	15	238	135	123	0
GRIN3B_4381	GRIN3B	84	45	60	120	300	5566	381	13	0
YTHDC1_12242	YTHDC1	68	81	1234	1156	763	194	96	144	1
USP49_11902	USP49	23	11	1473	879	51	206	3	15	2
THUMPD2_10977	THUMPD2	155	69	550	116	61	113	0	0	1
SHMT1_9955	SHMT1	40	12	514	593	60	0	0	0	2
HMGCR_4726	HMGCR	81	3	1436	347	14	171	891	125	89
TUBA4A_11599	TUBA4A	90	32	1296	284	24	176	212	2	1
ESR2_3285	ESR2	28	0	163	226	2	33	0	0	0
NSUN2_7619	NSUN2	36	2	754	273	10	0	10	0	0
NSUN4_7689	NSUN4	13	1	409	425	61	0	679	1	3
KCNK9_5770	KCNK9	148	159	720	482	63	29	2877	5	7
SUDS3_10520	SUDS3	37	63	527	33	0	20	0	3	4
SCN4B_9710	SCN4B	28	1	795	524	24	5	1	4	38
KDM5D_6053	KDM5D	300	272	1127	940	357	6	1	28	11
SERPINB2_9803	SERPINB2	13	0	880	785	22	108	353	1	16
FTO_3843	FTO	22	24	1610	1273	305	20	3575	506	0
ESR2_3289	ESR2	80	43	1202	714	280	2	0	0	382
TARBP1_10773	TARBP1	15	0	258	112	30	3	46	604	98
CA2_1566	CA2	176	181	156	56	0	0	13	594	3
NSUN2_7611	NSUN2	14	0	930	505	10	28	46	21	0
EHMT2_3117	EHMT2	377	272	873	118	875	3	149	163	32
ALKBH8_592	ALKBH8	120	118	413	274	264	10	8	1	0
MR1_7188	MR1	280	168	495	297	4	0	11	0	0
TFB1M_10895	TFB1M	57	3	1090	1100	19	0	32	6	0
S1PR5_9581	S1PR5	25	24	472	240	0	0	0	0	1
CD19_1914	CD19	6	0	735	417	598	0	21	0	5
GLRA2_4249	GLRA2	175	325	930	1001	69	14	244	14	2679
HTR3A_4926	HTR3A	14	4	1849	1174	24	607	3027	102	14
BRMS1L_1361	BRMS1L	130	117	919	616	16	13	1	0	1
SETDB2_9924	SETDB2	190	175	799	606	252	172	141	14	4
TRMT44_11424	TRMT44	211	226	1158	911	1	4	5	225	184
KCNJ1_5716	KCNJ1	8	26	308	68	0	0	0	55	15
KDM2A_5921	KDM2A	7	20	528	108	17	0	0	0	0
ATP2C1_954	ATP2C1	1178	1231	742	459	41	74	342	172	5
MEAF6_6728	MEAF6	25	1	397	553	31	2	1	6	7
CAT_1827	CAT	32	13	610	122	13	0	0	0	267
MAVS_6667	MAVS	24	8	902	768	26	722	3073	9	47
SLC6A4_10268	SLC6A4	43	42	324	343	0	0	0	0	3
CDK5RAP1_2139	CDK5RAP1	151	140	1649	1146	206	31	392	3841	6674
TLR9_11034	TLR9	1	0	116	103	0	2	0	0	0
GABRA1_3941	GABRA1	38	2	1271	763	1420	106	244	0	9
HRH3_4819	HRH3	8	3	790	540	27	270	16	1873	0
CA2_1567	CA2	266	137	913	749	34	12	0	0	74
EHMT2_3114	EHMT2	62	211	1056	421	266	2459	893	23	299
KDM4C_6012	KDM4C	16	2	1187	1593	72	51	45	8	9
WHSC1L1_12157	WHSC1L1	67	25	574	577	45	45	44	0	0
TRPV3_11545	TRPV3	11	2	717	473	1965	23	22	7	62
SIN3B_9991	SIN3B	38	0	212	508	140	1	74	0	913
MPL_7181	MPL	425	434	325	269	6	0	102	0	922
KCNA10_5545	KCNA10	21	4	211	210	0	0	0	0	286
RAMP2_9079	RAMP2	155	91	904	311	18	0	0	1	0
COMT_2474	COMT	110	37	2062	696	43	2338	1212	1	0
CA1_1551	CA1	28	2	1252	727	30	0	32	0	20
NPC1L1_7538	NPC1L1	13	0	465	235	45	1262	0	55	0
IFNAR1_5013	IFNAR1	6	1	982	836	252	521	482	304	138
SMARCAD1_10315	SMARCAD1	26	27	2825	2207	300	74	1766	4	8
KIAA1456_6149	KIAA1456	47	24	665	383	0	0	77	6	1
KCNA1_5530	KCNA1	225	314	949	350	143	55	8	5	10
MORF4L2_7168	MORF4L2	101	172	953	698	115	1	1	0	40
MGAM_6891	MGAM	6	2	1313	608	20	367	592	1	1
ING5_5231	ING5	1	3	1114	368	37	0	0	0	0
NR1I2_7568	NR1I2	80	114	2844	1026	428	3	114	1	5
KIAA1456_6173	KIAA1456	20	6	1969	1031	242	960	36	1609	69
KMT2A_6222	KMT2A	34	28	878	461	62	17	334	0	12
VEGFB_11989	VEGFB	13	29	1337	487	328	871	85	2	50
HDAC4_4603	HDAC4	17	9	247	262	0	0	1	0	0
ITGAL_5288	ITGAL	115	66	1155	367	0	0	10	0	19
TUBB_11602	TUBB	39	1	184	364	109	7	820	4	0
TBL1XR1_10800	TBL1XR1	265	209	4047	2543	189	113	854	503	1366
STAT3_10503	STAT3	13	4	814	542	158	2	707	5	1
GRM5_4389	GRM5	29	3	200	265	42	0	19	0	1
KDM2B_5966	KDM2B	70	1	1681	944	160	3754	1919	49	232
YTHDF2_12383	YTHDF2	34	3	846	569	50	3	114	3	0
KCNB2_5625	KCNB2	157	422	657	398	29	143	6528	15	51
SLC6A1_10238	SLC6A1	8	1	720	397	14	2	6	19	35
SCN4A_9704	SCN4A	274	290	729	672	0	2	108	0	0
MAVS_6637	MAVS	45	2	1140	658	0	0	17	92	1194
SMOX_10331	SMOX	154	191	615	126	37	0	2	471	1
KAT5_5479	KAT5	155	141	632	363	0	2	0	0	3
RRM1_9445	RRM1	91	0	377	53	13	4	0	0	0
PLAT_8304	PLAT	218	302	1286	1189	55	39	0	3	5
VPRBP_12023	VPRBP	25	1	313	316	0	124	1	0	290
HDAC9_4652	HDAC9	12	2	743	414	0	0	0	0	1
KANSL2_5442	KANSL2	31	0	1085	504	16	3	0	0	1
CACNA1F_1647	CACNA1F	217	219	1022	282	4	0	105	43	0
TUBE1_11651	TUBE1	177	162	798	949	10	284	38	1	33
THUMPD3_11001	THUMPD3	46	28	1119	428	4	85	391	18	13
SETD1A_9842	SETD1A	43	0	783	295	0	408	11	0	106
DTX3L_3034	DTX3L	386	691	524	550	749	14	22	0	47
GNRHR2_4295	GNRHR2	61	42	675	418	66	2	4676	68	0
NCOA1_7414	NCOA1	121	109	1727	544	0	0	129	2	8
PARP3_7936	PARP3	99	146	88	16	3	0	0	5	3
ADRA2A_345	ADRA2A	16	15	636	585	1	48	0	173	0
MMP19_7017	MMP19	25	0	1261	484	5	18	0	2	14
BCHE_1113	BCHE	29	1	996	664	308	23	406	794	4
SCN1B_9658	SCN1B	333	241	1912	887	505	152	13	1	0
NSUN2_7610	NSUN2	164	135	1120	559	879	5	151	7	27
